"Date Sampled","Address","1st Draw","2-3 Minute","5 Minute","numAddr","geometry"
"11/1/2019","61XX N KILBOURN","See Follow-Up Sequential Sampling Table for Results",NA,NA,"6100 N KILBOURN",c(-77.5195843716727, 40.1123852974786)
"8/13/2018","61XX N KILBOURN AVE","1.3","5.4","2.5","6100 N KILBOURN AVE",c(-77.5194217765698, 40.1121492901092)
"4/7/2019","61XX N KILBOURN AVE","2.1","7.8","1.1","6100 N KILBOURN AVE",c(-77.5194217765698, 40.1121492901092)
"10/29/2020","61XX N KILBOURN AVE","< 1","< 1","< 1","6100 N KILBOURN AVE",c(-77.5194217765698, 40.1121492901092)
"10/1/2021","61XX N Kilbourn Ave","18","20","9.9","6100 N Kilbourn Ave",c(-77.5194217765698, 40.1121492901092)
"12/20/2021","61XX N Kilbourn Ave","See Follow-Up Sequential Sampling Table for Results",NA,NA,"6100 N Kilbourn Ave",c(-77.5194217765698, 40.1121492901092)
"10/1/2021","61XX N KILBOURN AVE","18","20","9.9","6100 N KILBOURN AVE",c(-77.5194217765698, 40.1121492901092)
"2/24/2019","61XX N KILDARE AVE","< 1","< 1","< 1","6100 N KILDARE AVE",c(-77.5194217743725, 40.1121493004866)
"8/18/2021","61XX N KILDARE AVE","4","11","3.5","6100 N KILDARE AVE",c(-77.5194217743725, 40.1121493004866)
"10/3/2018","61XX N KILPATRICK AVE","< 1","< 1","< 1","6100 N KILPATRICK AVE",c(-77.5194217743058, 40.1121492747012)
"4/19/2019","61XX N KIMBALL AVE","2.8","2.2","< 1","6100 N KIMBALL AVE",c(-77.5194217780612, 40.1121493604309)
"11/30/2020","61XX N KIMBALL AVE","1.5","2.2","< 1","6100 N KIMBALL AVE",c(-77.5194217780612, 40.1121493604309)
"7/9/2016","61XX N KIRKWOOD AVE","5.8","11","5.3","6100 N KIRKWOOD AVE",c(-77.5194217725797, 40.1121492843594)
"8/19/2016","61XX N KIRKWOOD AVE","1.7","< 1","< 1","6100 N KIRKWOOD AVE",c(-77.5194217725797, 40.1121492843594)
"11/13/2018","61XX N KIRKWOOD AVE","< 1","< 1","< 1","6100 N KIRKWOOD AVE",c(-77.5194217725797, 40.1121492843594)
"4/25/2019","61XX N KIRKWOOD AVE","2.1","2.1","1.7","6100 N KIRKWOOD AVE",c(-77.5194217725797, 40.1121492843594)
"4/27/2019","61XX N KIRKWOOD AVE","2.6","3","2.5","6100 N KIRKWOOD AVE",c(-77.5194217725797, 40.1121492843594)
"5/1/2019","61XX N KIRKWOOD AVE","6.4","6.6","2.5","6100 N KIRKWOOD AVE",c(-77.5194217725797, 40.1121492843594)
"10/20/2021","61XX N KIRKWOOD AVE","1.4","1.3","2.1","6100 N KIRKWOOD AVE",c(-77.5194217725797, 40.1121492843594)
"7/12/2019","61XX N KNOX AVE","2.2","4.5","2.5","6100 N KNOX AVE",c(-77.5194217762959, 40.1121492776472)
"7/28/2019","61XX N KNOX AVE","4.6","2.6","2.1","6100 N KNOX AVE",c(-77.5194217762959, 40.1121492776472)
"1/20/2020","61XX N KNOX AVE","< 1","< 1","< 1","6100 N KNOX AVE",c(-77.5194217762959, 40.1121492776472)
"1/4/2019","61XX N KOSTNER AVE","1.3","< 1","< 1","6100 N KOSTNER AVE",c(-77.5194217719361, 40.1121492938591)
"9/2/2021","61XX N LAWNDALE AVE","2.8","7.5","1.9","6100 N LAWNDALE AVE",c(-77.5194217772921, 40.1121493404719)
"5/27/2016","61XX N LEADER AVE","4.5","1.5","1.5","6100 N LEADER AVE",c(-77.5194217743756, 40.112149251276)
"8/18/2018","61XX N LEADER AVE","< 1","< 1","< 1","6100 N LEADER AVE",c(-77.5194217743756, 40.112149251276)
"2/19/2019","61XX N LEADER AVE","4","4.1","2","6100 N LEADER AVE",c(-77.5194217743756, 40.112149251276)
"5/30/2019","61XX N LEADER AVE","1.6","9.6","1.9","6100 N LEADER AVE",c(-77.5194217743756, 40.112149251276)
"8/20/2019","61XX N LEADER AVE","4.5","13","4.6","6100 N LEADER AVE",c(-77.5194217743756, 40.112149251276)
"12/19/2019","61XX N LEADER AVE","< 1","1.6","< 1","6100 N LEADER AVE",c(-77.5194217743756, 40.112149251276)
"8/5/2018","61XX N LEGETT AVE","2.6","3.7","2.7","6100 N LEGETT AVE",c(-77.5194217724876, 40.1121492484938)
"3/31/2019","61XX N LEGETT AVE","4.6","10","1.5","6100 N LEGETT AVE",c(-77.5194217724876, 40.1121492484938)
"11/13/2019","61XX N LEGETT AVE","4.6","11","3","6100 N LEGETT AVE",c(-77.5194217724876, 40.1121492484938)
"11/2/2018","61XX N LENOX AVE","< 1","< 1","< 1","6100 N LENOX AVE",c(-77.5194217701019, 40.1121492457503)
"2/18/2022","61XX N LENOX AVE","3.4","2.8","0.6","6100 N LENOX AVE",c(-77.5194217701019, 40.1121492457503)
"6/26/2019","61XX N LEOTI AVE","6.1","14","5.7","6100 N LEOTI AVE",c(-77.5194217713424, 40.1121492572345)
"2/22/2019","61XX N LOWELL AVE","1.7","5.6","1.3","6100 N LOWELL AVE",c(-77.5194217747721, 40.1121492976641)
"12/21/2020","61XX N LOWELL AVE","4.1","5.1","1.6","6100 N LOWELL AVE",c(-77.5194217747721, 40.1121492976641)
"7/9/2019","61XX N MAPLEWOOD","5.9","18","3.4","6100 N MAPLEWOOD",c(-77.5195843716727, 40.1123852974786)
"11/7/2019","61XX N MAPLEWOOD","See Follow-Up Sequential Sampling Table for Results",NA,NA,"6100 N MAPLEWOOD",c(-77.5195843716727, 40.1123852974786)
"8/20/2016","61XX N MAPLEWOOD AVE","5.9","5.4","4.2","6100 N MAPLEWOOD AVE",c(-77.5194217802996, 40.112149417361)
"8/14/2018","61XX N MAPLEWOOD AVE","4.2","9.9","4.2","6100 N MAPLEWOOD AVE",c(-77.5194217802996, 40.112149417361)
"4/15/2019","61XX N MAPLEWOOD AVE","1.4","4","2.1","6100 N MAPLEWOOD AVE",c(-77.5194217802996, 40.112149417361)
"4/25/2019","61XX N MAPLEWOOD AVE","2.5","15","1.7","6100 N MAPLEWOOD AVE",c(-77.5194217802996, 40.112149417361)
"9/3/2019","61XX N MAPLEWOOD AVE","See Follow-Up Sequential Sampling Table for Results",NA,NA,"6100 N MAPLEWOOD AVE",c(-77.5194217802996, 40.112149417361)
"11/11/2019","61XX N MAPLEWOOD AVE","8.5","4.4","2","6100 N MAPLEWOOD AVE",c(-77.5194217802996, 40.112149417361)
"6/28/2018","61XX N MASON AVE","2","1.8","2.1","6100 N MASON AVE",c(-77.5194217693094, 40.1121491888935)
"9/30/2018","61XX N MASON AVE","1.4","< 1","< 1","6100 N MASON AVE",c(-77.5194217693094, 40.1121491888935)
"3/28/2019","61XX N MASON AVE","3.6","6.1","5","6100 N MASON AVE",c(-77.5194217693094, 40.1121491888935)
"6/2/2016","61XX N MCCLELLAN AVE","16","12","4.8","6100 N MCCLELLAN AVE",c(-77.5194217584618, 40.1121492056332)
"7/8/2016","61XX N MCCLELLAN AVE","See Follow-Up Sequential Sampling Table for Results",NA,NA,"6100 N MCCLELLAN AVE",c(-77.5194217584618, 40.1121492056332)
"8/5/2016","61XX N MCCLELLAN AVE","3.3","7.5","3.5","6100 N MCCLELLAN AVE",c(-77.5194217584618, 40.1121492056332)
"1/16/2017","61XX N MCVICKER AVE","1.6","2.4","< 1","6100 N MCVICKER AVE",c(-77.5194217673681, 40.1121491827611)
"5/25/2019","61XX N MCVICKER AVE","2","2.6","1.8","6100 N MCVICKER AVE",c(-77.5194217673681, 40.1121491827611)
"3/19/2022","61XX N MCVICKER AVE","3.6","16","1.5","6100 N MCVICKER AVE",c(-77.5194217673681, 40.1121491827611)
"9/22/2018","61XX N MEADE","3.7","17","3","6100 N MEADE",c(-77.5195843716727, 40.1123852974786)
"12/21/2018","61XX N MEADE","See Follow-Up Sequential Sampling Table for Results",NA,NA,"6100 N MEADE",c(-77.5195843716727, 40.1123852974786)
"7/11/2019","61XX N MEADE AVE","< 1","5.8","1.2","6100 N MEADE AVE",c(-77.519421768986, 40.1121491787952)
"3/18/2019","61XX N MELVINA AVE","4.6","13","7.1","6100 N MELVINA AVE",c(-77.5194217650933, 40.1121491724558)
"5/8/2021","61XX N MELVINA AVE","3.1","6.7","5.2","6100 N MELVINA AVE",c(-77.5194217650933, 40.1121491724558)
"9/27/2021","61XX N MELVINA AVE","3.4","5.7","4.4","6100 N MELVINA AVE",c(-77.5194217650933, 40.1121491724558)
"2/17/2016","61XX N MONTICELLO AVE","3.54","2.38","1.4","6100 N MONTICELLO AVE",c(-77.5194217773089, 40.1121493436561)
"4/6/2016","61XX N MONTICELLO AVE","10.5","3.11","3.31","6100 N MONTICELLO AVE",c(-77.5194217773089, 40.1121493436561)
"3/25/2017","61XX N MOODY AVE","1.7","2.1","< 1","6100 N MOODY AVE",c(-77.5194217669482, 40.1121491758351)
"9/4/2018","61XX N MOODY AVE","1.8","8.8","1.8","6100 N MOODY AVE",c(-77.5194217669482, 40.1121491758351)
"3/18/2019","61XX N MOODY AVE","< 1","< 1","< 1","6100 N MOODY AVE",c(-77.5194217669482, 40.1121491758351)
"5/1/2019","61XX N MOODY AVE","2.4","3.9","1.4","6100 N MOODY AVE",c(-77.5194217669482, 40.1121491758351)
"7/21/2019","61XX N MOZART ST","< 1","< 1","< 1","6100 N MOZART ST",c(-77.5194217793543, 40.1121493970868)
"9/27/2020","61XX N MOZART ST","< 1","1.1","1.3","6100 N MOZART ST",c(-77.5194217793543, 40.1121493970868)
"11/29/2016","61XX N NAGLE AVE","1.6","2.6","< 1","6100 N NAGLE AVE",c(-77.5194217690902, 40.112149159413)
"10/5/2019","61XX N NAGLE AVE","8","3.6","2.9","6100 N NAGLE AVE",c(-77.5194217690902, 40.112149159413)
"4/1/2019","61XX N NAPER AVE","2.2","5.7","1","6100 N NAPER AVE",c(-77.5194217662333, 40.112149152955)
"12/3/2018","61XX N NAPLES AVE","< 1","< 1","< 1","6100 N NAPLES AVE",c(-77.5194217651336, 40.1121491536812)
"7/26/2019","61XX N NAPLES AVE","2","3","1.6","6100 N NAPLES AVE",c(-77.5194217651336, 40.1121491536812)
"9/25/2018","61XX N NASSAU AVE","2.1","8.4","3","6100 N NASSAU AVE",c(-77.5194217686313, 40.1121491506724)
"2/7/2019","61XX N NASSAU AVE","2.6","4.9","1","6100 N NASSAU AVE",c(-77.5194217686313, 40.1121491506724)
"7/21/2019","61XX N NASSAU AVE","1.6","5.4","1.8","6100 N NASSAU AVE",c(-77.5194217686313, 40.1121491506724)
"10/8/2020","61XX N NASSAU AVE","3.2","11","3.6","6100 N NASSAU AVE",c(-77.5194217686313, 40.1121491506724)
"12/21/2020","61XX N NASSAU AVE","2.6","2.9","1.4","6100 N NASSAU AVE",c(-77.5194217686313, 40.1121491506724)
"7/16/2019","61XX N NEWBURG","300","6.3","4.7","6100 N NEWBURG",c(-77.5195843716727, 40.1123852974786)
"11/15/2019","61XX N NEWBURG","See Follow-Up Sequential Sampling Table for Results",NA,NA,"6100 N NEWBURG",c(-77.5195843716727, 40.1123852974786)
"8/5/2018","61XX N NEWBURG AVE","< 1","< 1","< 1","6100 N NEWBURG AVE",c(-77.5194217675663, 40.1121491427912)
"4/21/2019","61XX N NEWBURG AVE","< 1","4","2.1","6100 N NEWBURG AVE",c(-77.5194217675663, 40.1121491427912)
"3/11/2019","61XX N NORTHCOTT AVE","3.1","6.9","1.7","6100 N NORTHCOTT AVE",c(-77.5194217646193, 40.1121491148154)
"7/7/2016","61XX N OTTAWA AVE","30","18","5.8","6100 N OTTAWA AVE",c(-77.5194217686914, 40.1121490738796)
"8/19/2016","61XX N OTTAWA AVE","See Follow-Up Sequential Sampling Table for Results",NA,NA,"6100 N OTTAWA AVE",c(-77.5194217686914, 40.1121490738796)
"4/17/2019","61XX N OTTAWA AVE","2","7.3","< 1","6100 N OTTAWA AVE",c(-77.5194217686914, 40.1121490738796)
"7/28/2019","61XX N OTTAWA AVE","2.7","4.9","3.2","6100 N OTTAWA AVE",c(-77.5194217686914, 40.1121490738796)
"1/4/2020","61XX N OVERHILL AVE","1.4","3.4","< 1","6100 N OVERHILL AVE",c(-77.5194217678222, 40.112149070759)
"1/22/2020","61XX N OVERHILL AVE","2.5","< 1","< 1","6100 N OVERHILL AVE",c(-77.5194217678222, 40.112149070759)
"9/3/2019","61XX N OZARK AVE","2.6","1.3","1.2","6100 N OZARK AVE",c(-77.519421769156, 40.1121490678684)
"11/3/2019","61XX N OZARK AVE","6.6","7.8","2.7","6100 N OZARK AVE",c(-77.519421769156, 40.1121490678684)
"3/31/2019","61XX N PAULINA ST","4.2","12","2.2","6100 N PAULINA ST",c(-77.5194217812338, 40.1121494760822)
"9/10/2020","61XX N RAVENSWOOD AVE","< 1","< 1","< 1","6100 N RAVENSWOOD AVE",c(-77.5194217838595, 40.1121494670737)
"1/28/2019","61XX N ROCKWELL ST","7.1","1.9","1.4","6100 N ROCKWELL ST",c(-77.5194217799833, 40.1121494135712)
"2/6/2019","61XX N ROCKWELL ST","2.2","1.8","< 1","6100 N ROCKWELL ST",c(-77.5194217799833, 40.1121494135712)
"2/20/2019","61XX N ROCKWELL ST","1.6","3","4.9","6100 N ROCKWELL ST",c(-77.5194217799833, 40.1121494135712)
"10/1/2019","61XX N SACRAMENTO AVE","7","21","8.2","6100 N SACRAMENTO AVE",c(-77.5194217791177, 40.112149387323)
"12/18/2021","61XX N SACRAMENTO AVE","1.4","1","0.9","6100 N SACRAMENTO AVE",c(-77.5194217791177, 40.112149387323)
NA,"61XX N SACRAMENTO AVE","Customer declined further testing",NA,NA,"6100 N SACRAMENTO AVE",c(-77.5194217791177, 40.112149387323)
"11/16/2016","61XX N SHERIDAN RD","< 1","< 1","< 1","6100 N SHERIDAN RD",c(-77.5194217853776, 40.1121495218226)
"9/19/2020","61XX N SHERIDAN RD","< 1","< 1","< 1","6100 N SHERIDAN RD",c(-77.5194217853776, 40.1121495218226)
"4/4/2021","61XX N SHERIDAN RD","< 1","< 1","< 1","6100 N SHERIDAN RD",c(-77.5194217853776, 40.1121495218226)
"12/7/2018","61XX N SPRINGFIELD AVE","2.7","5","1.5","6100 N SPRINGFIELD AVE",c(-77.5194217765563, 40.1121493272304)
"4/7/2019","61XX N SPRINGFIELD AVE","2.4","3.1","1.1","6100 N SPRINGFIELD AVE",c(-77.5194217765563, 40.1121493272304)
"1/24/2022","61XX N SPRINGFIELD AVE","2.7","3.2","1.4","6100 N SPRINGFIELD AVE",c(-77.5194217765563, 40.1121493272304)
"1/10/2021","61XX N TALMAN AVE","< 1","< 1","< 1","6100 N TALMAN AVE",c(-77.5194217798363, 40.1121494101515)
"4/20/2019","61XX N TRIPP AVE","2.4","6.2","6.9","6100 N TRIPP AVE",c(-77.5194217741307, 40.1121493038354)
"12/27/2018","61XX N WINCHESTER AVE","< 1","< 1","< 1","6100 N WINCHESTER AVE",c(-77.519421782789, 40.1121494576158)
"10/28/2018","61XX N WINTHROP AVE","1.6","< 1","< 1","6100 N WINTHROP AVE",c(-77.5194217847543, 40.112149513812)
"11/10/2020","61XX N WINTHROP AVE","< 1","< 1","< 1","6100 N WINTHROP AVE",c(-77.5194217847543, 40.112149513812)
"10/2/2016","61XX N WOLCOTT AVE","1.6","< 1","< 1","6100 N WOLCOTT AVE",c(-77.5194217838012, 40.1121494623977)
"7/23/2019","61XX N WOLCOTT AVE","< 1","< 1","< 1","6100 N WOLCOTT AVE",c(-77.5194217838012, 40.1121494623977)
"8/16/2019","61XX S ABERDEEN ST","2.7","2.2","1.7","6100 S ABERDEEN ST",c(-77.519422533577, 40.1121495077949)
"3/5/2019","61XX S ARTESIAN AVE","< 1","< 1","< 1","6100 S ARTESIAN AVE",c(-77.5194225303767, 40.1121494170414)
"9/8/2019","61XX S AUSTIN AVE","2.3","9.2","2","6100 S AUSTIN AVE",c(-77.5194225227072, 40.1121491794931)
"9/30/2019","61XX S AUSTIN AVE","3.1","5.1","3.9","6100 S AUSTIN AVE",c(-77.5194225227072, 40.1121491794931)
"1/12/2020","61XX S AUSTIN AVE","1.4","7.2","< 1","6100 S AUSTIN AVE",c(-77.5194225227072, 40.1121491794931)
"1/18/2020","61XX S AUSTIN AVE","1.3","5.8","< 1","6100 S AUSTIN AVE",c(-77.5194225227072, 40.1121491794931)
"5/29/2019","61XX S BISHOP ST","2.7","3","8.8","6100 S BISHOP ST",c(-77.5194225328234, 40.1121494840318)
"6/29/2021","61XX S BISHOP ST","2.6","13","2","6100 S BISHOP ST",c(-77.5194225328234, 40.1121494840318)
"2/19/2019","61XX S CALIFORNIA AVE","5.1","8.2","1.7","6100 S CALIFORNIA AVE",c(-77.5194225294954, 40.1121493939025)
"3/12/2020","61XX S CALIFORNIA AVE","3.2","6.4","1.6","6100 S CALIFORNIA AVE",c(-77.5194225294954, 40.1121493939025)
"9/12/2019","61XX S CHAMPLAIN AVE","14","31","5.9","6100 S CHAMPLAIN AVE",c(-77.5194225371431, 40.1121496244261)
NA,"61XX S CHAMPLAIN AVE","Customer declined further testing",NA,NA,"6100 S CHAMPLAIN AVE",c(-77.5194225371431, 40.1121496244261)
"4/11/2019","61XX S FAIRFIELD AVE","4.9","4.3","2","6100 S FAIRFIELD AVE",c(-77.5194225295986, 40.1121493972802)
"8/1/2019","61XX S FAIRFIELD AVE","1.6","1.1","1","6100 S FAIRFIELD AVE",c(-77.5194225295986, 40.1121493972802)
"12/20/2017","61XX S GREENWOOD AVE","< 1","< 1","< 1","6100 S GREENWOOD AVE",c(-77.5194225380919, 40.1121496522519)
"8/17/2019","61XX S GREENWOOD AVE","< 1","< 1","< 1","6100 S GREENWOOD AVE",c(-77.5194225380919, 40.1121496522519)
"12/28/2019","61XX S GREENWOOD AVE","< 1","< 1","< 1","6100 S GREENWOOD AVE",c(-77.5194225380919, 40.1121496522519)
"10/4/2020","61XX S GREENWOOD AVE","< 1","< 1","< 1","6100 S GREENWOOD AVE",c(-77.5194225380919, 40.1121496522519)
"2/13/2020","61XX S INGLESIDE AVE","5","2.7","2.3","6100 S INGLESIDE AVE",c(-77.5194225380957, 40.1121496428946)
"5/26/2020","61XX S INGLESIDE AVE","< 1","< 1","< 1","6100 S INGLESIDE AVE",c(-77.5194225380957, 40.1121496428946)
"2/6/2016","61XX S KARLOV AVE","3.22","3.5","2.82","6100 S KARLOV AVE",c(-77.5194225266402, 40.1121493066322)
"4/2/2016","61XX S KARLOV AVE","1.98","3.54","2.3","6100 S KARLOV AVE",c(-77.5194225266402, 40.1121493066322)
"11/29/2018","61XX S KEATING AVE","< 1","< 1","< 1","6100 S KEATING AVE",c(-77.5194225250284, 40.1121492630809)
"11/17/2019","61XX S KEATING AVE","< 1","< 1","< 1","6100 S KEATING AVE",c(-77.5194225250284, 40.1121492630809)
"6/7/2018","61XX S KEELER AVE","2.2","2.3","2.1","6100 S KEELER AVE",c(-77.5194225264081, 40.1121492999561)
"4/23/2019","61XX S KEELER AVE","3","13","2.3","6100 S KEELER AVE",c(-77.5194225264081, 40.1121492999561)
"8/1/2019","61XX S KEELER AVE","< 1","< 1","< 1","6100 S KEELER AVE",c(-77.5194225264081, 40.1121492999561)
"11/10/2020","61XX S KENNETH AVE","< 1","< 1","< 1","6100 S KENNETH AVE",c(-77.5194225258035, 40.1121492831365)
"7/23/2019","61XX S KILBOURN AVE","4.9","17","4.5","6100 S KILBOURN AVE",c(-77.5194225256673, 40.1121492798455)
"8/30/2019","61XX S KILBOURN AVE","9.4","12","3.1","6100 S KILBOURN AVE",c(-77.5194225256673, 40.1121492798455)
"12/11/2019","61XX S KILBOURN AVE","See Follow-Up Sequential Sampling Table for Results",NA,NA,"6100 S KILBOURN AVE",c(-77.5194225256673, 40.1121492798455)
"9/28/2021","61XX S KILBOURN AVE","1.1","4.2","<1.0","6100 S KILBOURN AVE",c(-77.5194225256673, 40.1121492798455)
"10/18/2019","61XX S KILPATRICK AVE","1.7","2.3","1.6","6100 S KILPATRICK AVE",c(-77.5194225251416, 40.1121492663674)
"6/21/2018","61XX S KIMBARK AVE","< 1","< 1","< 1","6100 S KIMBARK AVE",c(-77.519422538892, 40.112149663826)
"11/30/2019","61XX S KIMBARK AVE","< 1","< 1","< 1","6100 S KIMBARK AVE",c(-77.519422538892, 40.112149663826)
"11/1/2021","61XX S KIMBARK AVE","<1.0","<1.0","<1.0","6100 S KIMBARK AVE",c(-77.519422538892, 40.112149663826)
"9/21/2016","61XX S KOLMAR AVE","10","22","8.4","6100 S KOLMAR AVE",c(-77.5194225255163, 40.1121492765449)
"11/9/2016","61XX S KOLMAR AVE","See Follow-Up Sequential Sampling Table for Results",NA,NA,"6100 S KOLMAR AVE",c(-77.5194225255163, 40.1121492765449)
"6/7/2019","61XX S KOMENSKY AVE","1.7","< 1","< 1","6100 S KOMENSKY AVE",c(-77.5194225267845, 40.1121493099998)
"11/20/2016","61XX S KOSTNER AVE","2.9","3.9","2.2","6100 S KOSTNER AVE",c(-77.5194225259346, 40.1121492866287)
"12/21/2021","61XX S LAFLIN ST","2.5","6.2","1.4","6100 S LAFLIN ST",c(-77.5194225342392, 40.1121494811501)
"1/29/2016","61XX S LANGLEY AVE","<1","<1","<1","6100 S LANGLEY AVE",c(-77.5194225372464, 40.1121496276974)
"11/6/2019","61XX S MAJOR AVE","3.9","5.3","5.5","6100 S MAJOR AVE",c(-77.5194225232314, 40.112149199711)
"9/26/2016","61XX S MAPLEWOOD AVE","2.3","3","2.6","6100 S MAPLEWOOD AVE",c(-77.5194225300159, 40.1121494106125)
"8/29/2019","61XX S MAPLEWOOD AVE","< 1","< 1","< 1","6100 S MAPLEWOOD AVE",c(-77.5194225300159, 40.1121494106125)
"10/13/2016","61XX S MARSHFIELD AVE","2.8","1.3","1.2","6100 S MARSHFIELD AVE",c(-77.5194225323201, 40.1121494711469)
"4/20/2021","61XX S MARSHFIELD AVE","3.7","1.4","1.1","6100 S MARSHFIELD AVE",c(-77.5194225323201, 40.1121494711469)
"11/18/2021","61XX S MARSHFIELD AVE","3","2.7","2.7","6100 S MARSHFIELD AVE",c(-77.5194225323201, 40.1121494711469)
"9/19/2019","61XX S MASON AVE","1.8","4.6","1.8","6100 S MASON AVE",c(-77.5194225228116, 40.1121491827756)
"9/5/2019","61XX S MAYFIELD AVE","1.8","6.8","2.4","6100 S MAYFIELD AVE",c(-77.5194225228849, 40.1121491862397)
"3/18/2019","61XX S MCVICKER AVE","2.1","7.5","1.2","6100 S MCVICKER AVE",c(-77.51942252258, 40.1121491761579)
"10/10/2019","61XX S MCVICKER AVE","3.5","8.4","4.6","6100 S MCVICKER AVE",c(-77.51942252258, 40.1121491761579)
"10/6/2016","61XX S MEADE AVE","5","12","6.9","6100 S MEADE AVE",c(-77.5194225225599, 40.1121491726592)
"6/28/2018","61XX S MEADE AVE","14","18","21","6100 S MEADE AVE",c(-77.5194225225599, 40.1121491726592)
"8/13/2018","61XX S MEADE AVE","See Follow-Up Sequential Sampling Table for Results",NA,NA,"6100 S MEADE AVE",c(-77.5194225225599, 40.1121491726592)
"9/28/2020","61XX S MEADE AVE","2.7","2.6","2.9","6100 S MEADE AVE",c(-77.5194225225599, 40.1121491726592)
"4/6/2022","61XX S MEADE AVE","<0.5","<0.5","<0.5","6100 S MEADE AVE",c(-77.5194225225599, 40.1121491726592)
"11/3/2019","61XX S MENARD AVE","3.4","4.5","1.7","6100 S MENARD AVE",c(-77.5194225230225, 40.1121491926842)
"6/2/2016","61XX S MICHIGAN AVE","< 1","< 1","< 1","6100 S MICHIGAN AVE",c(-77.5194225369856, 40.112149589475)
"2/20/2018","61XX S MICHIGAN AVE","< 1","< 1","< 1","6100 S MICHIGAN AVE",c(-77.5194225369856, 40.112149589475)
"11/15/2018","61XX S MICHIGAN AVE","< 1","< 1","< 1","6100 S MICHIGAN AVE",c(-77.5194225369856, 40.112149589475)
"2/6/2019","61XX S MONITOR AVE","7.2","7.6","8.4","6100 S MONITOR AVE",c(-77.5194225229668, 40.1121491895084)
"8/6/2019","61XX S MONITOR AVE","3","7.7","1.7","6100 S MONITOR AVE",c(-77.5194225229668, 40.1121491895084)
"8/20/2019","61XX S MONITOR AVE","2.1","3.8","2.4","6100 S MONITOR AVE",c(-77.5194225229668, 40.1121491895084)
"11/26/2019","61XX S MONITOR AVE","1.1","1.7","< 1","6100 S MONITOR AVE",c(-77.5194225229668, 40.1121491895084)
"9/28/2021","61XX S MONITOR AVE","7.5","9.1","4.8","6100 S MONITOR AVE",c(-77.5194225229668, 40.1121491895084)
"3/9/2019","61XX S MOODY AVE","3","1.7","< 1","6100 S MOODY AVE",c(-77.5194225224339, 40.1121491692982)
"7/29/2019","61XX S MOODY AVE","2.1","2.6","12","6100 S MOODY AVE",c(-77.5194225224339, 40.1121491692982)
"7/29/2019","61XX S MOODY AVE","2.1","2.6","12","6100 S MOODY AVE",c(-77.5194225224339, 40.1121491692982)
"8/13/2019","61XX S MOODY AVE","1.9","2.4","2","6100 S MOODY AVE",c(-77.5194225224339, 40.1121491692982)
"9/9/2019","61XX S MOODY AVE","2.5","2.3","2.2","6100 S MOODY AVE",c(-77.5194225224339, 40.1121491692982)
"12/27/2019","61XX S MOODY AVE","See Follow-Up Sequential Sampling Table for Results",NA,NA,"6100 S MOODY AVE",c(-77.5194225224339, 40.1121491692982)
"6/3/2019","61XX S MULLIGAN AVE","1.9","2.4","< 1","6100 S MULLIGAN AVE",c(-77.5194225220489, 40.1121491560194)
"5/14/2018","61XX S NARRAGANSETT AVE","1.1","2.1","< 1","6100 S NARRAGANSETT AVE",c(-77.5194225220103, 40.1121491524841)
"7/29/2019","61XX S NARRAGANSETT AVE","2.5","1.8","1.6","6100 S NARRAGANSETT AVE",c(-77.5194225220103, 40.1121491524841)
"7/26/2021","61XX S NARRAGANSETT AVE","3.6","12","3.8","6100 S NARRAGANSETT AVE",c(-77.5194225220103, 40.1121491524841)
"5/29/2019","61XX S NASHVILLE AVE","1.8","9.6","2.4","6100 S NASHVILLE AVE",c(-77.519422521586, 40.1121491392993)
"7/22/2019","61XX S NASHVILLE AVE","3.8","11","6.6","6100 S NASHVILLE AVE",c(-77.519422521586, 40.1121491392993)
"11/21/2019","61XX S NASHVILLE AVE","1.7","2.1","2.3","6100 S NASHVILLE AVE",c(-77.519422521586, 40.1121491392993)
"6/17/2019","61XX S NATCHEZ AVE","2.4","3.5","2.1","6100 S NATCHEZ AVE",c(-77.5194225217725, 40.1121491460462)
"7/15/2019","61XX S NEENAH","31","4.3","1","6100 S NEENAH",c(-77.5195843716727, 40.1123852974786)
"10/25/2019","61XX S NEENAH","See Follow-Up Sequential Sampling Table for Results",NA,NA,"6100 S NEENAH",c(-77.5195843716727, 40.1123852974786)
"2/26/2019","61XX S NEENAH AVE","7.7","1.6","1.3","6100 S NEENAH AVE",c(-77.519422521671, 40.1121491426584)
"5/19/2019","61XX S NEENAH AVE","3","10","1.8","6100 S NEENAH AVE",c(-77.519422521671, 40.1121491426584)
"8/25/2019","61XX S NEENAH AVE","3.6","5.5","2.1","6100 S NEENAH AVE",c(-77.519422521671, 40.1121491426584)
"5/14/2019","61XX S NORMANDY AVE","2.4","4.9","< 1","6100 S NORMANDY AVE",c(-77.5194225213582, 40.1121491325772)
"7/3/2019","61XX S PARKSIDE AVE","1.5","2.6","1.7","6100 S PARKSIDE AVE",c(-77.5194225233069, 40.1121492028961)
"11/30/2019","61XX S PARKSIDE AVE","1.3","1.9","2","6100 S PARKSIDE AVE",c(-77.5194225233069, 40.1121492028961)
"9/12/2019","61XX S PAULINA ST","11","17","3.4","6100 S PAULINA ST",c(-77.519422532207, 40.1121494678237)
"2/25/2020","61XX S PAULINA ST","See Follow-Up Sequential Sampling Table for Results",NA,NA,"6100 S PAULINA ST",c(-77.519422532207, 40.1121494678237)
